Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,Tone,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
1,UK_FM_VHF_Rpt,PRESTATYN,WM-AnaRp,GB3MP ,,145.7500,DUP-,0.6000,FM-N,TSQL,110.9Hz,YES,Approximate,53.3,-3.4,0:00
1,UK_FM_VHF_Rpt,PWLLHELI,WM-AnaRp,GB3PH ,,145.6000,DUP-,0.6000,FM-N,TSQL,88.5Hz,YES,Approximate,53.0,-4.4,0:00
1,UK_FM_VHF_Rpt,READING,SW-AnaRp,GB3RD ,,145.6750,DUP-,0.6000,FM-N,TSQL,118.8Hz,YES,Approximate,51.5,-1.2,0:00
1,UK_FM_VHF_Rpt,RICHMOND YORKS,NOR-AnaRp,GB3IR ,,145.7625,DUP-,0.6000,FM-N,TSQL,88.5Hz,YES,Approximate,54.4,-1.7,0:00
1,UK_FM_VHF_Rpt,ROCHE,SW-AnaRp,GB3NC ,,145.7250,DUP-,0.6000,FM-N,TSQL,77.0Hz,YES,Approximate,50.4,-4.8,0:00
1,UK_FM_VHF_Rpt,ROCHESTER,SE-AnaRp,GB3IK ,,145.7625,DUP-,0.6000,FM-N,TSQL,103.5Hz,YES,Approximate,51.4,0.5,0:00
1,UK_FM_VHF_Rpt,ROYSTON,SE-AnaRp,GB3PI ,,145.7500,DUP-,0.6000,FM-N,TSQL,77.0Hz,YES,Approximate,52.0,-0.0,0:00
1,UK_FM_VHF_Rpt,SANQUHAR,SCOT-AnaRp,GB3LA ,,145.7125,DUP-,0.6000,FM-N,TSQL,103.5Hz,YES,Approximate,55.4,-3.8,0:00
1,UK_FM_VHF_Rpt,SHIPLEY,NOR-AnaRp,GB3TP ,,145.7250,DUP-,0.6000,FM-N,TSQL,82.5Hz,YES,Approximate,53.8,-1.8,0:00
1,UK_FM_VHF_Rpt,SIDMOUTH,SW-AnaRp,GB3SW ,,145.7125,DUP-,0.6000,FM-N,TSQL,77.0Hz,YES,Approximate,50.7,-3.2,0:00
1,UK_FM_VHF_Rpt,SNAEFELL IOM,NOR-AnaRp,GB3GD ,,145.6250,DUP-,0.6000,FM-N,TSQL,110.9Hz,YES,Approximate,54.3,-4.5,0:00
1,UK_FM_VHF_Rpt,SOUTH SHIELDS,NOR-AnaRp,GB3ZN ,,145.6375,DUP-,0.6000,FM-N,TSQL,118.8Hz,YES,Approximate,55.0,-1.4,0:00
1,UK_FM_VHF_Rpt,SOUTHAMPTON,SW-AnaRp,GB3SH ,,145.6625,DUP-,0.6000,FM-N,TSQL,71.9Hz,YES,Approximate,50.9,-1.3,0:00
1,UK_FM_VHF_Rpt,SOUTHPORT,NOR-DsRp,GB3OA ,GB3OA ,145.6125,DUP-,0.6000,FM-N,TSQL,82.5Hz,YES,Approximate,53.6,-3.0,0:00
1,UK_FM_VHF_Rpt,SPILSBY LINCS.,MIDL-AnaRp,GB3FR ,,145.7750,DUP-,0.6000,FM-N,TSQL,71.9Hz,YES,Approximate,53.2,0.0,0:00
1,UK_FM_VHF_Rpt,ST HELIER,SW-AnaRp,GB3GJ ,,145.6375,DUP-,0.6000,FM-N,TSQL,71.9Hz,YES,Approximate,49.2,-2.1,0:00
1,UK_FM_VHF_Rpt,STAFFORD,MIDL-AnaRp,GB3SV ,,145.6125,DUP-,0.6000,FM-N,TSQL,94.8Hz,YES,Approximate,52.8,-2.2,0:00
1,UK_FM_VHF_Rpt,STIBB CROSS,SW-AnaRp,GB3DN ,,145.6375,DUP-,0.6000,FM-N,TSQL,77.0Hz,YES,Approximate,50.9,-4.3,0:00
1,UK_FM_VHF_Rpt,STIRLING,SCOT-AnaRp,GB3FE ,,145.6625,DUP-,0.6000,FM-N,TSQL,103.5Hz,YES,Approximate,56.1,-3.8,0:00
1,UK_FM_VHF_Rpt,STORNOWAY,SCOT-AnaRp,GB3IG ,,145.7750,DUP-,0.6000,FM-N,TSQL,88.5Hz,YES,Approximate,58.2,-6.6,0:00
1,UK_FM_VHF_Rpt,STRANRAER,SCOT-AnaRp,GB7DK  C,,145.6875,DUP-,0.6000,FM-N,TSQL,103.5Hz,YES,Approximate,54.9,-5.0,0:00
1,UK_FM_VHF_Rpt,SWINDON,SW-AnaRp,GB3WH ,,145.6500,DUP-,0.6000,FM-N,TSQL,118.8Hz,YES,Approximate,51.5,-1.7,0:00
1,UK_FM_VHF_Rpt,TAMWORTH,MIDL-AnaRp,GB3TA ,,145.7375,DUP-,0.6000,FM-N,TSQL,67.0Hz,YES,Approximate,52.6,-1.7,0:00
1,UK_FM_VHF_Rpt,TENBURY WELLS,WM-AnaRp,GB3VM ,,145.6125,DUP-,0.6000,FM-N,TSQL,103.5Hz,YES,Approximate,52.4,-2.6,0:00
1,UK_FM_VHF_Rpt,THIRSK,NOR-AnaRp,GB3HG ,,145.6250,DUP-,0.6000,FM-N,TSQL,88.5Hz,YES,Approximate,54.2,-1.2,0:00
1,UK_FM_VHF_Rpt,TORQUAY,SW-AnaRp,GB3TR ,,145.6500,DUP-,0.6000,FM-N,TSQL,94.8Hz,YES,Approximate,50.5,-3.5,0:00
1,UK_FM_VHF_Rpt,UPPER LARGO,SCOT-AnaRp,GB3FF ,,145.6000,DUP-,0.6000,FM-N,TSQL,103.5Hz,YES,Approximate,56.2,-2.9,0:00
1,UK_FM_VHF_Rpt,WAKEFIELD,NOR-AnaRp,GB3YW ,,145.7875,DUP-,0.6000,FM-N,TSQL,82.5Hz,YES,Approximate,53.6,-1.7,0:00
1,UK_FM_VHF_Rpt,WASHINGTON,NOR-DsRp,GB3UK ,GB3UK ,145.6125,DUP-,0.6000,FM-N,TSQL,10.0Hz,YES,Approximate,54.9,-1.5,0:00
1,UK_FM_VHF_Rpt,WESTON-SUPER-MAR,SW-DsRp,GB3WE ,GB3WE ,145.6875,DUP-,0.6000,FM-N,TSQL,94.8Hz,YES,Approximate,51.3,-3.0,0:00
1,UK_FM_VHF_Rpt,WEYMOUTH,SW-AnaRp,GB3DR ,,145.7375,DUP-,0.6000,FM-N,TSQL,0.0Hz,YES,Approximate,50.6,-2.4,0:00
1,UK_FM_VHF_Rpt,WHITBY,NOR-DsRp,GB7RW  C,GB7RW  G,145.6000,DUP-,0.6000,FM-N,TSQL,88.5Hz,YES,Approximate,54.4,-0.6,0:00
1,UK_FM_VHF_Rpt,WICKHAMBROOK,SE-AnaRp,GB3EA ,,145.6875,DUP-,0.6000,FM-N,TSQL,110.9Hz,YES,Approximate,52.2,0.5,0:00
1,UK_FM_VHF_Rpt,WIMBORNE,SW-AnaRp,GB3PB ,,145.6250,DUP-,0.6000,FM-N,TSQL,71.9Hz,YES,Approximate,50.8,-1.9,0:00
1,UK_FM_VHF_Rpt,WOBURN SANDS,SW-AnaRp,GB7CG  C,,145.7125,DUP-,0.6000,FM-N,TSQL,77.0Hz,YES,Approximate,52.0,-0.7,0:00
1,UK_FM_VHF_Rpt,WORCESTER,WM-AnaRp,GB3NW ,,145.6250,DUP-,0.6000,FM-N,TSQL,67.0Hz,YES,Approximate,52.2,-2.2,0:00
1,UK_FM_VHF_Rpt,WORTHING,SE-AnaRp,GB3RW ,,145.6000,DUP-,0.6000,FM-N,TSQL,88.5Hz,YES,Approximate,50.8,-0.4,0:00
1,UK_FM_VHF_Rpt,WREXHAM,WM-AnaRp,GB3VO ,,145.6375,DUP-,0.6000,FM-N,TSQL,110.9Hz,YES,Approximate,53.0,-3.1,0:00
1,UK_FM_VHF_Rpt,WYMONDHAM,SE-AnaRp,GB3NZ ,,145.6000,DUP-,0.6000,FM-N,TSQL,94.8Hz,YES,Approximate,52.6,1.1,0:00
1,UK_FM_UHF_Rpt,ACCRINGTON,NOR-AnaRp,GB3PF ,,433.3000,DUP+,1.6000,FM,TSQL,82.5Hz,YES,Approximate,53.7,-2.4,0:00
1,UK_FM_UHF_Rpt,AMERSHAM,SW-AnaRp,GB3AU ,,433.1750,DUP+,1.6000,FM,TSQL,82.5Hz,YES,Approximate,51.7,-0.6,0:00
1,UK_FM_UHF_Rpt,AMLWCH,WM-AnaRp,GB3AN ,,433.2000,DUP+,1.6000,FM,TSQL,110.9Hz,YES,Approximate,53.4,-4.3,0:00
1,UK_FM_UHF_Rpt,ASGARBY,MIDL-AnaRp,GB3FJ ,,430.9500,DUP+,7.6000,FM,TSQL,71.9Hz,YES,Approximate,53.2,-0.0,0:00
1,UK_FM_UHF_Rpt,ASHTON-U-LYNE,NOR-DsRp,GB3KU ,GB3KU ,433.0750,DUP+,1.6000,FM,TSQL,82.5Hz,YES,Approximate,53.5,-2.1,0:00
1,UK_FM_UHF_Rpt,ATHERTON,NOR-AnaRp,GB3MY ,,433.2750,DUP+,1.6000,FM,TSQL,82.5Hz,YES,Approximate,53.5,-2.5,0:00
1,UK_FM_UHF_Rpt,AXMINSTER,SW-AnaRp,GB3RH ,,433.2750,DUP+,1.6000,FM,TSQL,94.8Hz,YES,Approximate,50.8,-3.0,0:00
1,UK_FM_UHF_Rpt,AYLESBURY,SW-AnaRp,GB3AV ,,433.0500,DUP+,1.6000,FM,TSQL,118.8Hz,YES,Approximate,51.8,-0.8,0:00
1,UK_FM_UHF_Rpt,BALLYCASTLE,NI-AnaRp,GB3KK ,,430.9750,DUP+,7.6000,FM,TSQL,110.9Hz,YES,Approximate,55.2,-6.2,0:00
1,UK_FM_UHF_Rpt,BANBURY,MIDL-AnaRp,GB3EH ,,430.9625,DUP+,7.6000,FM,TSQL,67.0Hz,YES,Approximate,52.1,-1.5,0:00
1,UK_FM_UHF_Rpt,BARNSLEY,NOR-AnaRp,GB3SY ,,433.1500,DUP+,1.6000,FM,TSQL,71.9Hz,YES,Approximate,53.6,-1.7,0:00
1,UK_FM_UHF_Rpt,BASINGSTOKE,SW-AnaRp,GB3BA ,,433.3250,DUP+,1.6000,FM,TSQL,71.9Hz,YES,Approximate,51.2,-1.1,0:00
1,UK_FM_UHF_Rpt,BASTON,MIDL-AnaRp,GB3DP ,,430.8625,DUP+,7.6000,FM,TSQL,88.5Hz,YES,Approximate,52.7,-0.3,0:00
1,UK_FM_UHF_Rpt,BATH AVON,SW-AnaRp,GB3UB ,,433.1000,DUP+,1.6000,FM,TSQL,118.8Hz,YES,Approximate,51.4,-2.3,0:00
1,UK_FM_UHF_Rpt,BEDFORD,MIDL-AnaRp,GB3BL ,,430.8750,DUP+,7.6000,FM,TSQL,77.0Hz,YES,Approximate,52.2,-0.5,0:00
1,UK_FM_UHF_Rpt,BELFAST  N.I.,NI-AnaRp,GB3UL ,,433.0500,DUP+,1.6000,FM,TSQL,110.9Hz,YES,Approximate,54.6,-5.8,0:00
1,UK_FM_UHF_Rpt,BIRMINGHAM,MIDL-AnaRp,GB3CB ,,433.3500,DUP+,1.6000,FM,TSQL,67.0Hz,YES,Approximate,52.5,-1.9,0:00
1,UK_FM_UHF_Rpt,BLACKPOOL,NOR-AnaRp,GB3BY ,,430.9750,DUP+,7.6000,FM,TSQL,82.5Hz,YES,Approximate,53.8,-3.0,0:00
1,UK_FM_UHF_Rpt,BLACKPOOL,NOR-AnaRp,GB3FC ,,430.8500,DUP+,7.6000,FM,TSQL,82.5Hz,YES,Approximate,53.9,-3.0,0:00
1,UK_FM_UHF_Rpt,BLANDFORD,SW-AnaRp,GB3DT ,,433.0000,DUP+,1.6000,FM,TSQL,71.9Hz,YES,Approximate,50.9,-2.1,0:00
1,UK_FM_UHF_Rpt,BOLSOVER,MIDL-AnaRp,GB3RB ,,433.2000,DUP+,1.6000,FM,TSQL,71.9Hz,YES,Approximate,53.2,-1.3,0:00
1,UK_FM_UHF_Rpt,BRACKNELL,SW-AnaRp,GB3BN ,,433.0000,DUP+,1.6000,FM,TSQL,118.8Hz,YES,Approximate,51.4,-0.8,0:00
1,UK_FM_UHF_Rpt,BRAINTREE,SE-AnaRp,GB3BZ ,,430.8500,DUP+,7.6000,FM,TSQL,3.0Hz,YES,Approximate,51.9,0.5,0:00
1,UK_FM_UHF_Rpt,BRISTOL,SW-AnaRp,GB3BS ,,430.8500,DUP+,7.6000,FM,TSQL,118.8Hz,YES,Approximate,51.4,-2.4,0:00
1,UK_FM_UHF_Rpt,BRISTOL,SW-AnaRp,GB3AC ,,430.9750,DUP+,7.6000,FM,TSQL,94.8Hz,YES,Approximate,51.5,-2.6,0:00
1,UK_FM_UHF_Rpt,BRISTOL,SW-AnaRp,GB3ZB ,,430.8250,DUP+,7.6000,FM,TSQL,77.0Hz,YES,Approximate,51.4,-2.6,0:00
1,UK_FM_UHF_Rpt,BROMLEY,SE-AnaRp,GB3BK ,,430.9000,DUP+,7.6000,FM,TSQL,103.5Hz,YES,Approximate,51.4,0.0,0:00
1,UK_FM_UHF_Rpt,BUCKHURST HILL,SE-AnaRp,GB3OY ,,430.9500,DUP+,7.6000,FM,TSQL,82.5Hz,YES,Approximate,51.6,0.0,0:00
1,UK_FM_UHF_Rpt,BURTON-UPON-TREN,MIDL-AnaRp,GB3SC ,,430.8625,DUP+,7.6000,FM,TSQL,67.0Hz,YES,Approximate,52.8,-1.6,0:00
1,UK_FM_UHF_Rpt,CAERGWRLE,WM-AnaRp,GB3CR ,,433.1500,DUP+,1.6000,FM,TSQL,110.9Hz,YES,Approximate,53.1,-3.1,0:00
1,UK_FM_UHF_Rpt,CAMBRIDGE,SE-AnaRp,GB3PY ,,430.9000,DUP+,7.6000,FM,TSQL,77.0Hz,YES,Approximate,52.2,0.0,0:00
1,UK_FM_UHF_Rpt,CANTERBURY,SE-AnaRp,GB3SK ,,433.1500,DUP+,1.6000,FM,TSQL,103.5Hz,YES,Approximate,51.3,1.1,0:00
1,UK_FM_UHF_Rpt,CARLISLE,NOR-AnaRp,GB3CA ,,433.3250,DUP+,1.6000,FM,TSQL,77.0Hz,YES,Approximate,54.8,-2.8,0:00
1,UK_FM_UHF_Rpt,CARMARTHEN,WM-AnaRp,GB3CM ,,430.8625,DUP+,7.6000,FM,TSQL,94.8Hz,YES,Approximate,51.9,-4.2,0:00
1,UK_FM_UHF_Rpt,CARMARTHEN,WM-AnaRp,GB7FG  B,,430.9500,DUP+,7.6000,FM,TSQL,94.8Hz,YES,Approximate,51.9,-4.2,0:00
1,UK_FM_UHF_Rpt,CATERHAM,SE-AnaRp,GB3NS ,,439.6750,DUP-,9.0000,FM,TSQL,82.5Hz,YES,Approximate,51.3,-0.1,0:00
1,UK_FM_UHF_Rpt,CHARING KENT,SE-AnaRp,GB3CK ,,433.0000,DUP+,1.6000,FM,TSQL,103.5Hz,YES,Approximate,51.2,0.8,0:00
1,UK_FM_UHF_Rpt,CHEDDAR,SW-AnaRp,GB3FI ,,430.9250,DUP+,7.6000,FM,TSQL,77.0Hz,YES,Approximate,51.3,-2.8,0:00
1,UK_FM_UHF_Rpt,CHELTENHAM,SW-AnaRp,GB3RC ,,430.8625,DUP+,7.6000,FM,TSQL,103.5Hz,YES,Approximate,51.9,-2.0,0:00
1,UK_FM_UHF_Rpt,CHICHESTER,SE-AnaRp,GB3CC ,,430.9625,DUP+,7.6000,FM,TSQL,88.5Hz,YES,Approximate,50.8,-0.7,0:00
1,UK_FM_UHF_Rpt,CLACTON,SE-AnaRp,GB3CL ,,433.2250,DUP+,1.6000,FM,TSQL,67.0Hz,YES,Approximate,51.8,1.2,0:00
1,UK_FM_UHF_Rpt,CLEETHORPES,MIDL-AnaRp,GB3GY ,,433.2750,DUP+,1.6000,FM,TSQL,88.5Hz,YES,Approximate,53.6,-0.0,0:00
1,UK_FM_UHF_Rpt,COLCHESTER,SE-AnaRp,GB3CE ,,433.3500,DUP+,1.6000,FM,TSQL,67.0Hz,YES,Approximate,51.9,0.9,0:00
1,UK_FM_UHF_Rpt,COLD ASHBY,MIDL-AnaRp,GB3EU ,,438.4375,DUP-,7.6000,FM,TSQL,77.0Hz,YES,Approximate,52.4,-1.1,0:00
1,UK_FM_UHF_Rpt,CONGLETON,NOR-AnaRp,GB7DZ  B,,433.0500,DUP+,1.6000,FM,TSQL,103.5Hz,YES,Approximate,53.1,-2.2,0:00
1,UK_FM_UHF_Rpt,CORBRIDGE,NOR-AnaRp,GB3TJ ,,433.3000,DUP+,1.6000,FM,TSQL,118.8Hz,YES,Approximate,55.0,-2.0,0:00
1,UK_FM_UHF_Rpt,CORBY,MIDL-AnaRp,GB3CI ,,430.8250,DUP+,7.6000,FM,TSQL,77.0Hz,YES,Approximate,52.5,-0.7,0:00
1,UK_FM_UHF_Rpt,COVENTRY,MIDL-AnaRp,GB3CV ,,430.8125,DUP+,7.6000,FM,TSQL,67.0Hz,YES,Approximate,52.4,-1.5,0:00
1,UK_FM_UHF_Rpt,CRAWLEY SUSSEX,SE-AnaRp,GB3NX ,,430.8500,DUP+,7.6000,FM,TSQL,88.5Hz,YES,Approximate,51.1,-0.2,0:00
1,UK_FM_UHF_Rpt,DALRY,SCOT-AnaRp,GB3WA ,,430.8750,DUP+,7.6000,FM,TSQL,103.5Hz,YES,Approximate,55.7,-4.8,0:00
1,UK_FM_UHF_Rpt,DANBURY,SE-AnaRp,GB3ER ,,433.0750,DUP+,1.6000,FM,TSQL,110.9Hz,YES,Approximate,51.7,0.6,0:00
1,UK_FM_UHF_Rpt,DAVENTRY,MIDL-AnaRp,GB3XX ,,430.9125,DUP+,7.6000,FM,TSQL,77.0Hz,YES,Approximate,52.3,-1.2,0:00
1,UK_FM_UHF_Rpt,DERBY,MIDL-DsRp,GB7DC  B,GB7DC  G,430.8750,DUP+,7.6000,FM,TSQL,71.9Hz,YES,Approximate,52.9,-1.4,0:00
1,UK_FM_UHF_Rpt,DERBY,MIDL-AnaRp,GB3DZ ,,430.9875,DUP+,7.6000,FM,TSQL,71.9Hz,YES,Approximate,52.9,-1.4,0:00
1,UK_FM_UHF_Rpt,DERRY/LONDONDERR,NI-AnaRp,GB3DX ,,433.3000,DUP+,1.6000,FM,TSQL,110.9Hz,YES,Approximate,55.0,-7.4,0:00
1,UK_FM_UHF_Rpt,DIDCOT,SW-AnaRp,GB3DI ,,433.1500,DUP+,1.6000,FM,TSQL,118.8Hz,YES,Approximate,51.6,-1.3,0:00
1,UK_FM_UHF_Rpt,DOUGLAS  IOM,NOR-AnaRp,GB3IM ,,430.8250,DUP+,7.6000,FM,TSQL,110.9Hz,YES,Approximate,54.1,-4.5,0:00
1,UK_FM_UHF_Rpt,DOUGLAS  IOM,NOR-AnaRp,GB3IM ,,433.1250,DUP+,1.6000,FM,TSQL,110.9Hz,YES,Approximate,54.3,-4.5,0:00
1,UK_FM_UHF_Rpt,DUDLEY,MIDL-AnaRp,GB3RR ,,430.8500,DUP+,7.6000,FM,TSQL,67.0Hz,YES,Approximate,52.5,-2.0,0:00
1,UK_FM_UHF_Rpt,DUKINFIELD,NOR-AnaRp,GB3PZ ,,430.9000,DUP+,7.6000,FM,TSQL,82.5Hz,YES,Approximate,53.5,-2.1,0:00
1,UK_FM_UHF_Rpt,DUMBARTON,SCOT-AnaRp,GB3DM ,,430.9250,DUP+,7.6000,FM,TSQL,103.5Hz,YES,Approximate,56.0,-4.6,0:00
1,UK_FM_UHF_Rpt,DUNDEE,SCOT-AnaRp,GB3DD ,,433.2500,DUP+,1.6000,FM,TSQL,94.8Hz,YES,Approximate,56.5,-3.0,0:00
1,UK_FM_UHF_Rpt,DUNS,SCOT-AnaRp,GB3BE ,,430.8625,DUP+,7.6000,FM,TSQL,118.8Hz,YES,Approximate,55.8,-2.4,0:00
1,UK_FM_UHF_Rpt,EAST DEREHAM,SE-AnaRp,GB3AH ,,433.2750,DUP+,1.6000,FM,TSQL,94.8Hz,YES,Approximate,52.7,0.8,0:00
1,UK_FM_UHF_Rpt,EASTBOURNE,SE-AnaRp,GB3ZX ,,430.8250,DUP+,7.6000,FM,TSQL,88.5Hz,YES,Approximate,50.8,0.2,0:00
1,UK_FM_UHF_Rpt,EDINBURGH,SCOT-AnaRp,GB7EU  B,,430.8375,DUP+,7.6000,FM,TSQL,94.8Hz,YES,Approximate,55.9,-3.2,0:00
1,UK_FM_UHF_Rpt,EDINBURGH,SCOT-DsRp,GB3ED ,GB3ED ,433.3500,DUP+,1.6000,FM,TSQL,94.8Hz,YES,Approximate,55.9,-3.2,0:00
1,UK_FM_UHF_Rpt,ERITH,SE-AnaRp,GB3NK ,,433.1000,DUP+,1.6000,FM,TSQL,103.5Hz,YES,Approximate,51.5,0.2,0:00
1,UK_FM_UHF_Rpt,ERSKINE,SCOT-AnaRp,GB7EA  B,,439.3750,DUP-,9.0000,FM,TSQL,1.0Hz,YES,Approximate,55.9,-4.5,0:00
1,UK_FM_UHF_Rpt,FARNHAM,SW-AnaRp,GB3FN ,,433.3750,DUP+,1.6000,FM,TSQL,82.5Hz,YES,Approximate,51.2,-0.8,0:00
1,UK_FM_UHF_Rpt,FISHGUARD,WM-AnaRp,GB3UP ,,430.9125,DUP+,7.6000,FM,TSQL,94.8Hz,YES,Approximate,52.0,-5.0,0:00
1,UK_FM_UHF_Rpt,FORFAR,SCOT-DsRp,GB7AG  B,GB7AG  G,430.9000,DUP+,7.6000,FM,TSQL,94.8Hz,YES,Approximate,56.7,-2.9,0:00
1,UK_FM_UHF_Rpt,GIDEA PARK,SE-AnaRp,GB3HW ,,433.3250,DUP+,1.6000,FM,TSQL,110.9Hz,YES,Approximate,51.6,0.2,0:00
1,UK_FM_UHF_Rpt,GLASGOW,SCOT-AnaRp,GB3KW ,,430.8250,DUP+,7.6000,FM,TSQL,103.5Hz,YES,Approximate,55.9,-4.3,0:00
1,UK_FM_UHF_Rpt,GLASGOW,SCOT-AnaRp,GB3GL ,,430.9000,DUP+,7.6000,FM,TSQL,103.5Hz,YES,Approximate,55.8,-4.1,0:00
1,UK_FM_UHF_Rpt,GLENROTHES,SCOT-DsRp,GB7XG  B,GB7XG  G,430.8750,DUP+,7.6000,FM,TSQL,1.0Hz,YES,Approximate,56.2,-3.2,0:00
1,UK_FM_UHF_Rpt,GLOUCESTER,SW-AnaRp,GB3GH ,,433.1250,DUP+,1.6000,FM,TSQL,118.8Hz,YES,Approximate,51.9,-2.2,0:00
1,UK_FM_UHF_Rpt,GRANTHAM,MIDL-AnaRp,GB3GR ,,430.8500,DUP+,7.6000,FM,TSQL,71.9Hz,YES,Approximate,52.9,-0.6,0:00
1,UK_FM_UHF_Rpt,GREAT YARMOUTH,SE-AnaRp,GB3JS ,,433.0250,DUP+,1.6000,FM,TSQL,94.8Hz,YES,Approximate,52.6,1.7,0:00
1,UK_FM_UHF_Rpt,GUERNSEY,SW-AnaRp,GB3GU ,,433.3250,DUP+,1.6000,FM,TSQL,71.9Hz,YES,Approximate,49.5,-2.5,0:00
1,UK_FM_UHF_Rpt,GUILDFORD,SE-AnaRp,GB3GF ,,433.3000,DUP+,1.6000,FM,TSQL,88.5Hz,YES,Approximate,51.2,-0.6,0:00
1,UK_FM_UHF_Rpt,HARROGATE,NOR-AnaRp,GB3HJ ,,433.0250,DUP+,1.6000,FM,TSQL,118.8Hz,YES,Approximate,54.1,-1.7,0:00
1,UK_FM_UHF_Rpt,HARROW,SE-AnaRp,GB3HR ,,433.3500,DUP+,1.6000,FM,TSQL,82.5Hz,YES,Approximate,51.6,-0.4,0:00
1,UK_FM_UHF_Rpt,HASLINGDEN,NOR-AnaRp,GB3RO ,,430.8250,DUP+,7.6000,FM,TSQL,82.5Hz,YES,Approximate,53.7,-2.3,0:00
1,UK_FM_UHF_Rpt,HASTINGS,SE-AnaRp,GB3HE ,,430.9250,DUP+,7.6000,FM,TSQL,103.5Hz,YES,Approximate,50.9,0.6,0:00
1,UK_FM_UHF_Rpt,HASTINGS,SE-AnaRp,GB7ZE  B,,433.0500,DUP+,1.6000,FM,TSQL,3.0Hz,YES,Approximate,50.9,0.6,0:00
1,UK_FM_UHF_Rpt,HAYWARDS HEATH,SE-AnaRp,GB3HY ,,430.9000,DUP+,7.6000,FM,TSQL,88.5Hz,YES,Approximate,51.0,-0.1,0:00
1,UK_FM_UHF_Rpt,HEMEL HEMPSTEAD,SE-AnaRp,GB3BV ,,433.0250,DUP+,1.6000,FM,TSQL,82.5Hz,YES,Approximate,51.7,-0.4,0:00
1,UK_FM_UHF_Rpt,HEREFORD,WM-AnaRp,GB3HC ,,433.1500,DUP+,1.6000,FM,TSQL,118.8Hz,YES,Approximate,52.1,-2.7,0:00
1,UK_FM_UHF_Rpt,HINCKLEY,MIDL-AnaRp,GB3HT ,,433.2750,DUP+,1.6000,FM,TSQL,77.0Hz,YES,Approximate,52.5,-1.4,0:00
1,UK_FM_UHF_Rpt,HITCHIN,SE-AnaRp,GB7SV  B,,433.2750,DUP+,1.6000,FM,TSQL,82.5Hz,YES,Approximate,51.9,-0.3,0:00
1,UK_FM_UHF_Rpt,HORSHAM,SE-AnaRp,GB3HO ,,430.8875,DUP+,7.6000,FM,TSQL,88.5Hz,YES,Approximate,51.0,-0.4,0:00
1,UK_FM_UHF_Rpt,HOVE,SE-AnaRp,GB3BR ,,430.8125,DUP+,7.6000,FM,TSQL,88.5Hz,YES,Approximate,50.8,-0.2,0:00
1,UK_FM_UHF_Rpt,HUCKNALL,MIDL-DsRp,GB7NV  B,GB7NV  G,430.8250,DUP+,7.6000,FM,TSQL,1.0Hz,YES,Approximate,53.1,-1.2,0:00
1,UK_FM_UHF_Rpt,HUDDERSFIELD,NOR-AnaRp,GB3HD ,,433.2250,DUP+,1.6000,FM,TSQL,82.5Hz,YES,Approximate,53.6,-1.9,0:00
1,UK_FM_UHF_Rpt,HULL,NOR-AnaRp,GB3NY ,,430.8375,DUP+,7.6000,FM,TSQL,88.5Hz,YES,Approximate,53.8,-0.6,0:00
1,UK_FM_UHF_Rpt,IPSWICH,SE-AnaRp,GB3IH ,,433.1000,DUP+,1.6000,FM,TSQL,110.9Hz,YES,Approximate,52.1,1.2,0:00
1,UK_FM_UHF_Rpt,IPSWICH,SE-AnaRp,GB3DE ,,433.1750,DUP+,1.6000,FM,TSQL,110.9Hz,YES,Approximate,52.2,1.1,0:00
1,UK_FM_UHF_Rpt,ISLE OF SOUTH UI,SCOT-DsRp,GB3IS ,GB3IS ,430.8875,DUP+,7.6000,FM,TSQL,94.8Hz,YES,Approximate,57.1,-7.3,0:00
1,UK_FM_UHF_Rpt,KENDAL,NOR-AnaRp,GB3LF ,,433.3500,DUP+,1.6000,FM,TSQL,110.9Hz,YES,Approximate,54.3,-2.7,0:00
1,UK_FM_UHF_Rpt,KIDDERMINSTER,WM-AnaRp,GB3KA ,,430.8875,DUP+,7.6000,FM,TSQL,118.8Hz,YES,Approximate,52.4,-2.3,0:00
1,UK_FM_UHF_Rpt,KILSYTH,SCOT-AnaRp,GB3KV ,,430.9750,DUP+,7.6000,FM,TSQL,103.5Hz,YES,Approximate,56.0,-4.0,0:00
1,UK_FM_UHF_Rpt,KINGS LYNN,SE-AnaRp,GB3KL ,,433.1000,DUP+,1.6000,FM,TSQL,94.8Hz,YES,Approximate,52.7,0.4,0:00
1,UK_FM_UHF_Rpt,KIRKBY LONSDALE,NOR-AnaRp,GB7KL  B,,430.8750,DUP+,7.6000,FM,TSQL,110.9Hz,YES,Approximate,54.2,-2.6,0:00
1,UK_FM_UHF_Rpt,KIRKCALDY,SCOT-DsRp,GB7KY  B,GB7KY  G,439.6500,DUP-,9.0000,FM,TSQL,1.0Hz,YES,Approximate,56.1,-3.2,0:00
1,UK_FM_UHF_Rpt,LAPFORD,SW-AnaRp,GB7LZ  B,,430.9125,DUP+,7.6000,FM,TSQL,77.0Hz,YES,Approximate,50.9,-3.8,0:00
1,UK_FM_UHF_Rpt,LARGS,SCOT-AnaRp,GB7AC  B,,430.9500,DUP+,7.6000,FM,TSQL,3.0Hz,YES,Approximate,55.8,-4.9,0:00
